,Alt MAC,B cell,Cl MAC,Cl Mo,DCs cell,Int Mo,Mast cell,Neutrophils,NK cell,Non-Cl Mo,Tc,Th,T other,Treg
D109,0.0467502850627138,0.255416191562144,0.265678449258837,0.0182440136830103,0,0.00342075256556442,0.00684150513112885,0.109464082098062,0.00342075256556442,0.0296465222348917,0.0535917901938426,0.166476624857469,0.0273660205245154,0.0136830102622577
D110,0.07715281234445,0.0184171229467397,0.248880039820806,0.0890990542558487,0,0.0338476854156297,0.000995520159283225,0.0487804878048781,0.000497760079641613,0.0482827277252364,0.145345943255351,0.195121951219512,0.0253857640617223,0.0681931309109009
D111,0.0198789974070873,0.000864304235090752,0.536732929991357,0.0466724286949006,0.0017286084701815,0.0017286084701815,0.0501296456352636,0.0414866032843561,0,0.0337078651685393,0.0872947277441659,0.114088159031979,0.0285220397579948,0.0371650821089023
D112,0.156367041198502,0.0355805243445693,0.163857677902622,0.0262172284644195,0,0.00842696629213483,0.00468164794007491,0.0365168539325843,0.00187265917602996,0.049625468164794,0.0730337078651685,0.306179775280899,0.137640449438202,0
D113,0.0178817056396149,0.0398899587345254,0.357634112792297,0.00687757909215956,0,0.000687757909215956,0.0206327372764787,0.0563961485557084,0.00275103163686382,0.0563961485557084,0.0887207702888583,0.314305364511692,0.0302613480055021,0.00756533700137552
D114,0.0660180681028492,0.0229325920778318,0.170257123002085,0.0507296733842946,0.000694927032661571,0.00555941626129256,0.0312717164697707,0.0326615705350938,0.00625434329395414,0.0159833217512161,0.224461431549687,0.313412091730368,0.0333564975677554,0.0264072272411397
D115,0.0301255230125523,0.0234309623430962,0.264435146443515,0.0184100418410042,0.00334728033472803,0.0192468619246862,0.00669456066945607,0.0393305439330544,0.0133891213389121,0.0694560669456067,0.17907949790795,0.256903765690377,0.0351464435146444,0.0410041841004184
D116,0.0109555690809495,0.133292757151552,0.214242239805234,0.0164333536214242,0,0.00304321363359708,0.0164333536214242,0.076080340839927,0.0115642118076689,0.0237370663420572,0.115642118076689,0.360316494217894,0.00852099817407182,0.00973828362751065
D117,0.00711111111111111,0.0222222222222222,0.36,0.153777777777778,0,0.00177777777777778,0.00266666666666667,0.127111111111111,0.00977777777777778,0.00266666666666667,0.0613333333333333,0.168888888888889,0.0808888888888889,0.00177777777777778
D118,0.0398162327718224,0.0107197549770291,0.341500765696784,0.119448698315467,0.00459418070444104,0.0137825421133231,0.0581929555895865,0.0214395099540582,0,0.0153139356814701,0.0719754977029096,0.225114854517611,0.0735068912710567,0.00459418070444104
D119,0.0884744141559063,0.162123385939742,0.190817790530846,0.0153036824485892,0,0.00286944045911047,0.00956480153036825,0.00813008130081301,0.00334768053562889,0.00526064084170253,0.142037302725968,0.319942611190818,0.0234337637494022,0.0286944045911047
D120,0.00947867298578199,0,0.734597156398104,0.0616113744075829,0,0.00315955766192733,0,0.0410742496050553,0.004739336492891,0.004739336492891,0.00157977883096367,0.0710900473933649,0.0679304897314376,0
D121,0,0.0678733031674208,0.467194570135747,0.0769230769230769,0.00226244343891403,0.00452488687782805,0.0361990950226244,0.0260180995475113,0,0.0101809954751131,0.143665158371041,0.126696832579186,0.0373303167420814,0.00113122171945701
D122,0.0991080277502478,0.20416253716551,0.129831516352825,0.0267591674925669,0.00396432111000991,0.000991080277502478,0.000991080277502478,0.0327056491575818,0.0198216055500496,0.00198216055500496,0.110009910802775,0.331020812685828,0.0178394449950446,0.020812685827552
D123,0.015311510031679,0.0337909186906019,0.262935586061246,0.0776135163674762,0,0.00844772967265047,0.015311510031679,0.0190073917634636,0,0.0142555438225977,0.269271383315734,0.143611404435058,0.112460401267159,0.0279831045406547
D124,0.00962250185048113,0.00444115470022206,0.390081421169504,0.00074019245003701,0,0,0,0.0214655810510733,0.00222057735011103,0.0199851961509993,0.118430792005922,0.0214655810510733,0.408586232420429,0.00296076980014804
D125,0.0112485939257593,0.046119235095613,0.43644544431946,0.0281214848143982,0.0236220472440945,0.0078740157480315,0.0326209223847019,0.0224971878515186,0,0.00674915635545557,0.0843644544431946,0.231721034870641,0.0258717660292463,0.0427446569178853
D126,0.118918918918919,0,0.308108108108108,0.0972972972972973,0,0.0162162162162162,0.00540540540540541,0.145945945945946,0,0.00540540540540541,0.113513513513514,0.118918918918919,0.0324324324324324,0.0378378378378378
D127,0.062015503875969,0.00221483942414175,0.444075304540421,0.0697674418604651,0,0.0143964562569214,0,0.128460686600221,0.00332225913621262,0.044296788482835,0.10188261351052,0.0675526024363234,0.0299003322259136,0.0321151716500554
D128,0.0332778702163062,0.0133111480865225,0.256239600665557,0.0138657792567942,0.00110926234054354,0.00166389351081531,0.00887409872434831,0.0465890183028286,0.0166389351081531,0.0105379922351636,0.307820299500832,0.218524681087077,0.0410427066001109,0.0305047143649473
D129,0.0029940119760479,0.0229540918163673,0.501996007984032,0.00898203592814371,0.00698602794411178,0.000998003992015968,0.0528942115768463,0.0499001996007984,0.000998003992015968,0.0219560878243513,0.130738522954092,0.0808383233532934,0.0688622754491018,0.0489021956087824
D130,0.0680933852140078,0.0214007782101167,0.229571984435798,0.0330739299610895,0,0,0.0330739299610895,0.0301556420233463,0.000972762645914397,0.0116731517509728,0.148832684824903,0.366731517509728,0.0398832684824903,0.0165369649805447
D131,0.160924369747899,0.0764705882352941,0.0638655462184874,0.0680672268907563,0.00798319327731092,0.0453781512605042,0.00588235294117647,0.10546218487395,0.00630252100840336,0.0331932773109244,0.0626050420168067,0.302521008403361,0.0189075630252101,0.042436974789916
D132,0.204929256047467,0.0235052487448654,0.12482884527613,0.0842081241442264,0.00228206298493838,0.0184847101780009,0.000228206298493838,0.189867640346874,0.00981287083523505,0.00912825193975354,0.184390689183021,0.0750798722044728,0.0369694203560018,0.0362848014605203
D133,0.0524534686971235,0.0518894529046813,0.350817822899041,0.0823463056965595,0,0.00902425267907501,0.0338409475465313,0.0406091370558376,0.00282007896221094,0.00564015792442188,0.155104342921602,0.172024816694867,0.0276367738296672,0.0157924421883813
D134,0.133891213389121,0.00585774058577406,0.293723849372385,0.0677824267782427,0,0.00167364016736402,0.124686192468619,0.0175732217573222,0.00753138075313808,0.00502092050209205,0.128870292887029,0.124686192468619,0.0443514644351464,0.0443514644351464
D135,0.00943396226415094,0.00707547169811321,0.372641509433962,0,0.0117924528301887,0,0.0589622641509434,0.0424528301886792,0.0117924528301887,0.134433962264151,0.153301886792453,0.125,0.0400943396226415,0.0330188679245283
D136,0.0766341096919609,0.048084147257701,0.24267468069121,0.0345604808414726,0.00751314800901578,0.01427498121713,0.0210368144252442,0.0262960180315552,0.0255447032306536,0.0555972952667168,0.207362885048835,0.157776108189331,0.0555972952667168,0.0270473328324568
D137,0.0783394710411784,0.070639437562772,0.129226648811517,0.0622698359558085,0.00033478406427854,0.0348175426849682,0.00602611315701373,0.161700703046535,0.00535654502845665,0.0609306996986943,0.181452962838969,0.150987612989622,0.0311349179779043,0.0267827251422832
D138,0.05810147299509,0.0130932896890344,0.254500818330606,0.0482815057283142,0,0.00572831423895254,0.00490998363338789,0.293780687397709,0.0106382978723404,0.016366612111293,0.0515548281505728,0.199672667757774,0.00654664484451719,0.0368248772504092
D139,0.0620320855614973,0.0171122994652406,0.493048128342246,0.0598930481283422,0.00213903743315508,0.00106951871657754,0.00641711229946524,0.174331550802139,0.0117647058823529,0.0117647058823529,0.025668449197861,0.0545454545454545,0.0491978609625668,0.0310160427807487
D140,0.165384615384615,0.0115384615384615,0.183653846153846,0.0173076923076923,0.00192307692307692,0.00288461538461538,0.00192307692307692,0.1,0.00192307692307692,0.0375,0.210576923076923,0.159615384615385,0.0990384615384615,0.00673076923076923
D141,0.124835742444152,0.0105124835742444,0.207621550591327,0.0105124835742444,0,0.00394218134034166,0.0249671484888305,0.0801576872536137,0.00131406044678055,0.0551905387647832,0.111695137976347,0.339027595269382,0.0210249671484888,0.00919842312746386
D142,0.167371885284438,0.0597085096379878,0.284438175834509,0.0418429713211095,0.00141043723554302,0.0564174894217207,0.000470145745181006,0.0103432063939821,0.000470145745181006,0.0564174894217207,0.108133521391631,0.110954395862717,0.00987306064880113,0.0921485660554772
D143,0.0909575886903174,0.331288343558282,0.0341424379834623,0.0402774073086156,0.00160042678047479,0.0416110962923446,0.00613496932515337,0.096825820218725,0.000533475593491598,0.0253400906908509,0.105894905308082,0.184315817551347,0.0162710056014937,0.0248066150973593
D144,0.122222222222222,0.000854700854700855,0.258974358974359,0.0128205128205128,0.000854700854700855,0.00854700854700855,0.00598290598290598,0.12991452991453,0.000854700854700855,0.041025641025641,0.00170940170940171,0.309401709401709,0.103418803418803,0.00341880341880342
D145,0.00378071833648393,0.0245746691871456,0.510396975425331,0.0453686200378072,0,0.0056710775047259,0.00945179584120983,0.0132325141776938,0,0.0510396975425331,0.141776937618147,0.160680529300567,0.0207939508506616,0.0132325141776938
D146,0.104974897307166,0.0401643085349156,0.150159744408946,0.0401643085349156,0.00228206298493838,0.0237334550433592,0.0232770424463715,0.0159744408945687,0.0237334550433592,0.0803286170698311,0.240529438612506,0.139205842081241,0.046554084892743,0.0689183021451392
D147,0.244755244755245,0.00699300699300699,0.103896103896104,0.042957042957043,0.004995004995005,0.001998001998002,0,0.0779220779220779,0.000999000999000999,0.010989010989011,0.127872127872128,0.258741258741259,0.0869130869130869,0.030969030969031
D148,0.102967898243489,0.0769230769230769,0.13930950938825,0.0878255602665051,0.00121138703815869,0.0290732889158086,0.0181708055723804,0.0308903694730466,0.00605693519079346,0.0569351907934585,0.0956995760145366,0.298001211387038,0.0224106602059358,0.0345245305875227
D149,0.0125457396759017,0.111343439623628,0.244641923680084,0.0339780449555672,0,0.00627286983795086,0,0.00313643491897543,0.00156821745948772,0.0397281756403555,0.130684788290643,0.372713016204914,0.0334553058024046,0.00993204391008887
D150,0.010230179028133,0.0217391304347826,0.373401534526854,0.00255754475703325,0.00127877237851662,0,0.11381074168798,0.0230179028132992,0.0179028132992327,0.0703324808184143,0.0843989769820972,0.257033248081841,0.010230179028133,0.0140664961636829
D151,0.0938490805326569,0.0234622701331642,0.290424857324033,0.0139505389980977,0,0,0.00507292327203551,0.144578313253012,0.00190234622701332,0.0082435003170577,0.0900443880786303,0.262523779327838,0.0602409638554217,0.00570703868103995
D152,0.0298013245033113,0.0364238410596026,0.235099337748344,0.0115894039735099,0,0,0.021523178807947,0.00496688741721854,0.0182119205298013,0.105960264900662,0.0380794701986755,0.377483443708609,0.0347682119205298,0.0860927152317881
D153,0.048513986013986,0.0677447552447552,0.191433566433566,0.020979020979021,0.000874125874125874,0.000437062937062937,0.0498251748251748,0.0187937062937063,0,0.00480769230769231,0.15472027972028,0.364947552447552,0.0397727272727273,0.0371503496503496
D154,0.183098591549296,0.0201207243460765,0.233400402414487,0.0925553319919517,0,0.00201207243460765,0.00603621730382294,0.0482897384305835,0.028169014084507,0.00603621730382294,0.219315895372233,0.134808853118712,0.0140845070422535,0.0120724346076459
D155,0.00661790316962731,0.29362591431557,0.0943921978404737,0.0198537095088819,0,0,0.0142807384186695,0.00557297109021247,0,0.00104493207941484,0.157784743991641,0.352838732149077,0.0320445837687217,0.0219435736677116
D156,0.0132669983416252,0.0033167495854063,0.298507462686567,0.0497512437810945,0,0.0182421227197347,0.0961857379767828,0.0497512437810945,0.0381426202321725,0.101160862354892,0.129353233830846,0.174129353233831,0.0132669983416252,0.0149253731343284
D157,0.0205415499533147,0.0644257703081232,0.38562091503268,0.0592903828197946,0,0.00793650793650794,0.00933706816059757,0.0490196078431373,0.00140056022408964,0.00420168067226891,0.120448179271709,0.247899159663866,0.0233426704014939,0.0065359477124183
D158,0.00818598559266536,0.031434184675835,0.185330713817944,0.10248853962017,0.00163719711853307,0.0311067452521284,0.00818598559266536,0.0163719711853307,0.00196463654223969,0.0137524557956778,0.258349705304519,0.2475442043222,0.0471512770137525,0.0464963981663392
D159,0.0180608365019011,0.0541825095057034,0.261406844106464,0.0418250950570342,0.00380228136882129,0.00950570342205323,0.0209125475285171,0.0475285171102662,0.00190114068441065,0.0361216730038023,0.0950570342205323,0.355513307984791,0.0199619771863118,0.0342205323193916
D160,0.0141242937853107,0.00282485875706215,0.153672316384181,0.00734463276836158,0,0.0101694915254237,0.0225988700564972,0.00847457627118644,0,0.103389830508475,0.142372881355932,0.456497175141243,0.0107344632768362,0.0677966101694915
D161,0.0630630630630631,0.00900900900900901,0.254504504504505,0.0878378378378378,0.00225225225225225,0,0,0.0720720720720721,0.0045045045045045,0.036036036036036,0.130630630630631,0.231981981981982,0.105855855855856,0.00225225225225225
D162,0,0,0.708965517241379,0,0,0,0.0358620689655172,0.00275862068965517,0.00413793103448276,0.132413793103448,0.0096551724137931,0.0717241379310345,0.0303448275862069,0.00413793103448276
D163,0.088715953307393,0.244357976653696,0.0972762645914397,0.0396887159533074,0.00155642023346304,0.00544747081712062,0.0357976653696498,0.0459143968871595,0.00389105058365759,0.0233463035019455,0.133073929961089,0.236575875486381,0.0233463035019455,0.021011673151751
D164,0.0176928520877565,0.0141542816702052,0.368719037508846,0.0438782731776362,0.00495399858457183,0.0092002830856334,0.0559094125973107,0.0452937013446568,0.00141542816702052,0.0488322717622081,0.10828025477707,0.228591648973815,0.0127388535031847,0.0403397027600849
D165,0.143013100436681,0.0294759825327511,0.237991266375546,0.0229257641921397,0.00109170305676856,0.00109170305676856,0.0709606986899563,0.0360262008733624,0.00327510917030568,0.00109170305676856,0.0611353711790393,0.343886462882096,0.0294759825327511,0.0185589519650655
D166,0.1021113243762,0.00499040307101727,0.150863723608445,0.0706333973128599,0.000383877159309021,0.018042226487524,0.0149712092130518,0.0307101727447217,0.00882917466410749,0.0429942418426104,0.00652591170825336,0.437619961612284,0.109021113243762,0.00230326295585413
D167,0.0616698292220114,0.0132827324478178,0.443074003795066,0.055977229601518,0,0.00094876660341556,0.0132827324478178,0.0588235294117647,0.00569259962049336,0.0123339658444023,0.108159392789374,0.125237191650854,0.0417457305502846,0.0597722960151803
D168,0.0544412607449857,0.00286532951289398,0.149713467048711,0.205229226361032,0.00107449856733524,0.0512177650429799,0,0.0103868194842407,0.00143266475644699,0.0361747851002865,0.386819484240688,0.0748567335243553,0.0257879656160458,0
D169,0.0397058823529412,0.0933823529411765,0.143382352941176,0.0639705882352941,0,0.000735294117647059,0.0470588235294118,0.0411764705882353,0.0161764705882353,0.0227941176470588,0.258823529411765,0.228676470588235,0.0382352941176471,0.00588235294117647
D170,0.12707182320442,0.0228887134964483,0.231254932912391,0.138910812943962,0,0.0378847671665351,0.0102604577742699,0.058405682715075,0.0015785319652723,0.111286503551697,0.158642462509866,0.0734017363851618,0.0220994475138122,0.00631412786108919
D171,0.00437636761487965,0.25309992706054,0.344274252370532,0.00656455142231947,0,0.000729394602479942,0.0357403355215171,0.0408460977388767,0,0.0153172866520788,0.106491611962071,0.136396790663749,0.0488694383661561,0.00729394602479942
D172,0.0139836289222374,0.10743519781719,0.115279672578445,0.0402455661664393,0.00204638472032742,0.0194406548431105,0.0129604365620737,0.00954979536152797,0.000682128240109141,0.0231923601637108,0.234652114597544,0.371418826739427,0.0491132332878581,0
D173,0.0102685624012638,0.0402843601895735,0.364139020537125,0.0260663507109005,0.000789889415481833,0.00157977883096367,0.00394944707740916,0.0813586097946288,0.000789889415481833,0.0418641390205371,0.15086887835703,0.233017377567141,0.0252764612954186,0.0197472353870458
D174,0.00373134328358209,0.0126865671641791,0.415671641791045,0.0104477611940299,0,0,0.0895522388059701,0.0298507462686567,0.000746268656716418,0.000746268656716418,0.198507462686567,0.198507462686567,0.0313432835820895,0.0082089552238806
D175,0.0286458333333333,0.0078125,0.256510416666667,0.0130208333333333,0,0.00130208333333333,0.03125,0.03125,0.00130208333333333,0.0221354166666667,0.361979166666667,0.158854166666667,0.0364583333333333,0.0494791666666667
D176,0.00598205383848455,0.00498504486540379,0.628115653040877,0.0458624127617149,0,0.0069790628115653,0.0129611166500499,0.0139581256231306,0.00398803589232303,0.0229312063808574,0.0488534396809571,0.174476570289133,0.0309072781655035,0
D177,0.00695732838589981,0.51461038961039,0.150974025974026,0.00904452690166976,0.00162337662337662,0.00023191094619666,0.00371057513914657,0.0102040816326531,0.000695732838589981,0.000463821892393321,0.0380333951762523,0.252551020408163,0.00834879406307978,0.00255102040816327
D178,0.00934579439252336,0.0607476635514019,0.285046728971963,0,0,0.00467289719626168,0.00467289719626168,0.0467289719626168,0.00467289719626168,0.0747663551401869,0.0700934579439252,0.336448598130841,0.0981308411214953,0.00467289719626168
D179,0.00707547169811321,0.0385220125786164,0.217374213836478,0.0845125786163522,0,0.0279088050314465,0.00196540880503145,0.0153301886792453,0.00393081761006289,0.0381289308176101,0.283805031446541,0.232311320754717,0.0459905660377358,0.00314465408805031
D180,0.0528375733855186,0.00978473581213307,0.49706457925636,0.0234833659491194,0,0,0.00978473581213307,0.0156555772994129,0.00195694716242661,0.00782778864970646,0.0665362035225049,0.297455968688845,0.00391389432485323,0.0136986301369863
D181,0.00259291270527226,0.00734658599827139,0.354364736387208,0.212618841832325,0.00129645635263613,0.0350043215211755,0.000864304235090752,0.0211754537597234,0,0.102852203975799,0.0514261019878997,0.161624891961971,0.0164217804667243,0.0324114088159032
D182,0.0425330812854442,0.0151228733459357,0.348771266540643,0.0189035916824197,0.000945179584120983,0.00189035916824197,0.0151228733459357,0.0302457466918715,0.0056710775047259,0.00945179584120983,0.10586011342155,0.295841209829868,0.0311909262759924,0.0784499054820416
D183,0.0633802816901408,0.00704225352112676,0.305164319248826,0.0258215962441315,0,0.0187793427230047,0.0164319248826291,0.0328638497652582,0.00234741784037559,0.0422535211267606,0.157276995305164,0.274647887323944,0.0492957746478873,0.00469483568075117
D184,0.0720620842572062,0.00554323725055432,0.338137472283814,0.00110864745011086,0,0,0.00665188470066519,0.0432372505543237,0.0388026607538803,0.024390243902439,0.0565410199556541,0.259423503325942,0.151884700665188,0.00221729490022173
D185,0.0021978021978022,0.0384615384615385,0.471428571428571,0.0472527472527473,0,0.0010989010989011,0.0472527472527473,0.00549450549450549,0.0021978021978022,0.00549450549450549,0.118681318681319,0.202197802197802,0.0505494505494506,0.00769230769230769
D186,0.00407497962510187,0.316218418907905,0.155664221678892,0.0255365389839717,0,0.00380331431676175,0.00190165715838087,0.0404781309426786,0.0010866612333605,0.00706329801684325,0.159195870687313,0.232273838630807,0.041293126867699,0.0114099429502852
D187,0.0525291828793774,0.0126459143968872,0.3715953307393,0.0457198443579767,0,0.00291828793774319,0.00194552529182879,0.198443579766537,0.00291828793774319,0.0116731517509728,0.0330739299610895,0.191634241245136,0.0204280155642023,0.0544747081712062
D188,0.0984870958172649,0.11183625037081,0.0723820824681104,0.0643725897359834,0.00266983091070899,0.0489469000296648,0.0100860278849006,0.0596262236725007,0.00533966182141798,0.0154256897063186,0.181251854049244,0.26549985167606,0.0252150697122516,0.0388608721447642
D189,0.0191780821917808,0.108675799086758,0.267579908675799,0.0273972602739726,0.00091324200913242,0.00365296803652968,0.0484018264840183,0.0602739726027397,0.00091324200913242,0.017351598173516,0.122374429223744,0.242009132420091,0.0273972602739726,0.0538812785388128
D190,0.0241286863270777,0.0142984807864164,0.462913315460232,0.0116175156389634,0,0,0.0125111706881144,0.031277926720286,0.00268096514745308,0.00536193029490617,0.122430741733691,0.22609472743521,0.0607685433422699,0.0259159964253798
D191,0.0498519249753208,0.0069101678183613,0.205824284304047,0.0434353405725568,0.00592300098716683,0.0518262586377098,0.0207305034550839,0.0325765054294176,0.000493583415597236,0.0745310957551826,0.0814412635735439,0.368706811451135,0.0222112537018756,0.035538005923001
D192,0.028322440087146,0.0108932461873638,0.411764705882353,0,0,0,0.0239651416122004,0.0413943355119826,0.0108932461873638,0.0174291938997821,0.119825708061002,0.211328976034858,0.115468409586057,0.00871459694989107
D193,0.0826833073322933,0.0176807072282891,0.489339573582943,0.0561622464898596,0.0015600624024961,0.00728029121164847,0.0015600624024961,0.093083723348934,0.000520020800832033,0.0104004160166407,0.0410816432657306,0.158086323452938,0.0078003120124805,0.0327613104524181
D194,0.0293853746074473,0.267833109017497,0.103409600717811,0.0558546433378196,0.00314042171377299,0.00515926424405563,0.0103185284881113,0.0841184387617766,0.00336473755047106,0.00403768506056528,0.179452669358457,0.197397936294302,0.0206370569762225,0.0358905338716913
D195,0.109777015437393,0.0102915951972556,0.240137221269297,0.0343053173241852,0.00343053173241852,0.00171526586620926,0.0257289879931389,0.0789022298456261,0.00343053173241852,0.0600343053173242,0.161234991423671,0.212692967409949,0.0240137221269297,0.0343053173241852
D196,0.0439229843561974,0.333333333333333,0.187725631768953,0.0108303249097473,0,0.00601684717208183,0.00240673886883273,0.00782190132370638,0.00120336943441637,0.00541516245487365,0.162454873646209,0.206979542719615,0.0114320096269555,0.0204572803850782
D197,0.00550964187327824,0.00275482093663912,0.891184573002755,0,0,0.00137741046831956,0.00413223140495868,0.0716253443526171,0.00137741046831956,0.00413223140495868,0.00275482093663912,0.00964187327823691,0.00413223140495868,0.00137741046831956
D198,0.0102678571428571,0.0303571428571429,0.174107142857143,0.009375,0.00223214285714286,0.00133928571428571,0.0111607142857143,0.03125,0.003125,0.0732142857142857,0.219642857142857,0.341964285714286,0.0482142857142857,0.04375
D199,0.0503937007874016,0.199475065616798,0.158530183727034,0.0251968503937008,0.0005249343832021,0.0031496062992126,0.0083989501312336,0.0173228346456693,0.0031496062992126,0.0131233595800525,0.247244094488189,0.219422572178478,0.0120734908136483,0.041994750656168
D200,0.0448332422088573,0.00601421541826134,0.671951886276654,0.00437397484964461,0,0.000546746856205577,0.00218698742482231,0.014215418261345,0.00109349371241115,0.0224166211044287,0.08529250956807,0.136139967195189,0.00874794969928923,0.00218698742482231
D201,0.132075471698113,0.0212264150943396,0.375,0.00943396226415094,0,0.00235849056603774,0,0.0117924528301887,0.0306603773584906,0.0259433962264151,0.106132075471698,0.226415094339623,0.0542452830188679,0.00471698113207547
D202,0.0407488986784141,0.154919236417034,0.0972834067547724,0.0212922173274596,0.000734214390602056,0.0286343612334802,0.00770925110132159,0.00881057268722467,0.0091776798825257,0.0602055800293686,0.0833333333333333,0.414464023494861,0.012848751835536,0.0598384728340675
D203,0.0587002096436059,0.0723270440251572,0.193920335429769,0.0660377358490566,0.0010482180293501,0.00733752620545073,0.00524109014675052,0.050314465408805,0.0220125786163522,0.00838574423480084,0.251572327044025,0.170859538784067,0.050314465408805,0.0419287211740042
D204,0.0195794053662074,0.0239303843364757,0.310369833212473,0.00652646845540247,0,0,0.0384336475707034,0.0362581580855693,0.00217548948513416,0.00217548948513416,0.224075416968818,0.273386511965192,0.0217548948513416,0.0413343002175489
D205,0.0860719874804382,0.00469483568075117,0.652582159624413,0.00156494522691706,0,0.00156494522691706,0.00469483568075117,0.0219092331768388,0.0140845070422535,0.00469483568075117,0.0563380281690141,0.101721439749609,0.0125195618153365,0.0375586854460094
D206,0.0875241779497099,0.0338491295938104,0.0942940038684719,0.215667311411992,0,0.0551257253384913,0.0106382978723404,0.0367504835589942,0.0140232108317215,0.0261121856866538,0.245164410058027,0.132495164410058,0.0135396518375242,0.034816247582205
D207,0.0685589519650655,0.103493449781659,0.0825327510917031,0.0781659388646288,0.00393013100436681,0.0179039301310044,0.0135371179039301,0.034061135371179,0.00218340611353712,0.0100436681222707,0.193449781659389,0.344978165938865,0.0235807860262009,0.0235807860262009
D208,0.013986013986014,0.0508582326764145,0.305149396058487,0.0750158931977114,0.000635727908455181,0.00254291163382072,0.0184361093452003,0.0972663699936427,0.00381436745073109,0.00445009535918627,0.112523839796567,0.222504767959313,0.0470438652256834,0.045772409408773
D209,0.0367491166077739,0.00212014134275618,0.402826855123675,0.0770318021201413,0,0.0106007067137809,0.0134275618374558,0.191519434628975,0,0.0197879858657244,0.00918727915194346,0.158303886925795,0.0636042402826855,0.0148409893992933
D210,0.0377358490566038,0.153039832285115,0.198262952979934,0.0185684336627733,0.00299490865528601,0.00119796346211441,0.00479185384845762,0.00179694519317161,0.00419287211740042,0.00449236298292902,0.199460916442049,0.306379155435759,0.0101826894279724,0.0569032644504343
D211,0.0337254901960784,0.186666666666667,0.224313725490196,0.00941176470588235,0.00392156862745098,0.000784313725490196,0.0596078431372549,0.0149019607843137,0.00235294117647059,0.0156862745098039,0.148235294117647,0.245490196078431,0.0352941176470588,0.0196078431372549
D212,0.111658456486043,0.0492610837438424,0.258894362342638,0.0673234811165846,0.00109469074986316,0.0153256704980843,0,0.0607553366174056,0.00711548987411056,0.00437876299945265,0.0935960591133005,0.271483305966065,0.0224411603721949,0.036672140120416
D213,0.0253164556962025,0.0253164556962025,0.474683544303797,0.00632911392405063,0,0,0.0189873417721519,0.0126582278481013,0.00632911392405063,0.0379746835443038,0.221518987341772,0.132911392405063,0.0253164556962025,0.0126582278481013
D214,0.16628701594533,0.00284738041002278,0.177107061503417,0.071753986332574,0.000569476082004556,0.010250569476082,0.0142369020501139,0.0438496583143508,0.00455580865603645,0.00854214123006834,0.142938496583144,0.312642369020501,0.0193621867881549,0.0250569476082005
D215,0.0249134948096886,0.0304498269896194,0.281660899653979,0.0110726643598616,0.000692041522491349,0.0027681660899654,0.0283737024221453,0.0166089965397924,0.000692041522491349,0.0235294117647059,0.217993079584775,0.272664359861592,0.0636678200692042,0.0249134948096886
D216,0.0228013029315961,0,0.423452768729642,0.104234527687296,0,0.0488599348534202,0.0130293159609121,0.0456026058631922,0.00651465798045603,0.136807817589577,0.0749185667752443,0.0749185667752443,0.0390879478827362,0.00977198697068404
D217,0.0713838447088291,0.0814026299311209,0.247964934251722,0.0651221039448967,0.000626174076393237,0.00751408891671885,0.00187852222917971,0.113337507827176,0.00876643706950532,0.0050093926111459,0.200375704445836,0.144020037570445,0.0206637445209768,0.0319348778960551
D218,0.00208333333333333,0.00416666666666667,0.378472222222222,0.0236111111111111,0.000694444444444444,0.0125,0.00208333333333333,0.00555555555555556,0.000694444444444444,0.126388888888889,0.220833333333333,0.161805555555556,0.0520833333333333,0.00902777777777778
D219,0.0797897754419494,0.0740563784042045,0.140946010511228,0.0936454849498328,0.00143334925943622,0.00955566172957477,0.00764452938365982,0.0602006688963211,0.00716674629718108,0.0162446249402771,0.144768275203058,0.316770186335404,0.0262780697563306,0.0215002388915432
D220,0.0334168755221387,0,0.511278195488722,0.0543024227234754,0,0.0175438596491228,0,0.0325814536340852,0.00668337510442774,0.12531328320802,0.0827067669172932,0.0902255639097744,0.0284043441938179,0.0175438596491228
D221,0.046875,0.341875,0.104375,0.0584375,0.0021875,0.0140625,0.004375,0.018125,0.0040625,0.013125,0.16875,0.1771875,0.0134375,0.033125
D222,0.00781468043538934,0.00111638291934133,0.157689087356963,0.0340496790399107,0,0.00139547864917667,0.000558191459670667,0.756907619313425,0.000279095729835334,0.00139547864917667,0.011722020653084,0.0178621267094613,0.007535584705554,0.001674574379012
D223,0.0795334040296925,0.0498409331919406,0.269353128313892,0.024390243902439,0,0.0031813361611877,0.00106044538706257,0.024390243902439,0.0159066808059385,0.00212089077412513,0.191940615058324,0.268292682926829,0.0265111346765642,0.0434782608695652
D224,0.0954198473282443,0.00346981263011797,0.288341429562804,0.0746009715475364,0.00138792505204719,0.0121443442054129,0.00104094378903539,0.00624566273421235,0.00208188757807078,0.0482303955586398,0.250173490631506,0.123872310895212,0.0385149201943095,0.0544760582928522
D225,0.00892525102268501,0.0598735589438453,0.240238006693938,0.0167348456675344,0,0.00446262551134251,0.00520639642989959,0.00780959464484939,0.000743770918557084,0.0561547043510599,0.241725548531052,0.314986984008925,0.0223131275567125,0.0208255857195984
D226,0.0456852791878173,0.0298223350253807,0.230329949238579,0.00824873096446701,0.000634517766497462,0,0.0234771573604061,0.0177664974619289,0.00697969543147208,0.00824873096446701,0.160532994923858,0.41243654822335,0.0253807106598985,0.0304568527918782
